state,fips,district,Income (In 2011 Inflation-Adjusted Dollars):Median Household Income,Income (In 2011 Inflation-Adjusted Dollars):Median Household IncomeMOE,Housing Occupancy:Occupied Housing Units,Housing Occupancy:Occupied Housing UnitsMOE,Housing Occupancy:Total Housing Units,Housing Occupancy:Total Housing UnitsMOE,Housing Occupancy:Vacant Housing Units,Housing Occupancy:Vacant Housing UnitsMOE,Age:10 to 14 years,Age:10 to 14 yearsMOE,Age:15 to 19 years,Age:15 to 19 yearsMOE,Age:20 to 24 years,Age:20 to 24 yearsMOE,Age:25 to 34 years,Age:25 to 34 yearsMOE,Age:35 to 44 years,Age:35 to 44 yearsMOE,Age:45 to 54 years,Age:45 to 54 yearsMOE,Age:5 to 9 years,Age:5 to 9 yearsMOE,Age:55 to 59 years,Age:55 to 59 yearsMOE,Age:60 to 64 years,Age:60 to 64 yearsMOE,Age:65 years and over,Age:65 years and overMOE,Age:Total Population,Age:Total PopulationMOE,Age:Under 5 years,Age:Under 5 yearsMOE,Veteran Status:Civilian Population 18 Years and Over,Veteran Status:Civilian Population 18 Years and OverMOE,Veteran Status:Civilian Veterans,Veteran Status:Civilian VeteransMOE,Sex:Female,Sex:FemaleMOE,Sex:Male,Sex:MaleMOE,Sex:Total Population,Sex:Total PopulationMOE,Educational Attainment:9th to 12th Grade No Diploma,Educational Attainment:9th to 12th Grade No DiplomaMOE,Educational Attainment:Associate's Degree,Educational Attainment:Associate's DegreeMOE,Educational Attainment:Bachelor's Degree,Educational Attainment:Bachelor's DegreeMOE,Educational Attainment:Graduate or Professional Degree,Educational Attainment:Graduate or Professional DegreeMOE,Educational Attainment:High School Graduate (Includes Equivalency),Educational Attainment:High School Graduate (Includes Equivalency)MOE,Educational Attainment:Less than 9th Grade,Educational Attainment:Less than 9th GradeMOE,Educational Attainment:Percent Bachelor's Degree or Higher,Educational Attainment:Percent Bachelor's Degree or HigherMOE,Educational Attainment:Percent High School Graduate or Higher,Educational Attainment:Percent High School Graduate or HigherMOE,Educational Attainment:Population 25 Years and Over,Educational Attainment:Population 25 Years and OverMOE,Educational Attainment:Some College No Degree,Educational Attainment:Some College No DegreeMOE,Race:American Indian and Alaska Native,Race:American Indian and Alaska NativeMOE,Race:Asian,Race:AsianMOE,Race:Black or African American,Race:Black or African AmericanMOE,Race:Native Hawaiian and Other Pacific Islander,Race:Native Hawaiian and Other Pacific IslanderMOE,Race:One Race,Race:One RaceMOE,Race:Some Other Race,Race:Some Other RaceMOE,Race:Total Population,Race:Total PopulationMOE,Race:Two or More Races,Race:Two or More RacesMOE,Race:White,Race:WhiteMOE,Hispanic or Latino Origin:Hispanic or Latino (of any race),Hispanic or Latino Origin:Hispanic or Latino (of any race)MOE,Hispanic or Latino Origin:Not Hispanic or Latino,Hispanic or Latino Origin:Not Hispanic or LatinoMOE,Hispanic or Latino Origin:Total Population,Hispanic or Latino Origin:Total PopulationMOE,Housing Tenure:Occupied Housing Units,Housing Tenure:Occupied Housing UnitsMOE,Housing Tenure:Owner-Occupied Housing Units,Housing Tenure:Owner-Occupied Housing UnitsMOE,Housing Tenure:Renter-Occupied Housing Units,Housing Tenure:Renter-Occupied Housing UnitsMOE,Population:Total Population,Population:Total PopulationMOE
Indiana,18,03,46504,1052,273964,3176,311225,1601,37261,3017,56658,2257,53514,1473,46035,1536,89135,1434,90335,1473,102340,1407,50981,2393,47255,2045,41189,2233,93971,1152,722205,3332,50792,930,530435,2476,47974,2518,365695,2266,356510,2038,722205,3332,37509,3064,39969,2637,63243,3573,34355,3083,163619,4756,21576,2306,21,0.9,87.3,0.8,464225,2380,103954,4022,2515,746,11809,1038,44378,1519,99,135,706873,3829,10922,2585,722205,3332,15332,2137,637150,4110,40033,1105,682172,3305,722205,3332,273964,3176,202256,3881,71708,3417,722205,3332
Indiana,18,04,47073,1418,272135,3470,304254,2322,32119,3201,48138,2752,58217,2816,66853,2317,87458,2372,93668,2476,99770,1891,49415,2847,46684,2526,39150,2315,94642,1662,729244,5110,45249,1369,555029,3562,52724,3016,363195,3418,366049,3165,729244,5110,36324,2884,37526,2981,69431,4788,36530,2615,171537,5044,15611,1977,23,1.1,88.7,0.7,461372,4225,94413,4477,714,318,18009,1320,23803,2056,242,354,717841,5582,10527,2528,729244,5110,11403,2217,664546,5824,38869,1107,690375,5081,729244,5110,272135,3470,189267,4330,82868,4527,729244,5110
Indiana,18,05,58115,2536,284135,5071,308667,3993,24532,3867,51113,3968,52538,2745,42146,2874,95592,4169,101500,3313,109124,3829,52672,3527,49671,3805,39556,2863,91886,3337,731702,8976,45904,2145,548288,6773,48735,3236,375714,6292,355988,5317,731702,8976,24978,2244,33349,3238,132111,6930,76628,5448,118641,5948,12167,2377,42.8,1.6,92.4,0.7,487329,6391,89455,6071,1171,549,19480,2213,57437,4848,0,190,709307,9627,9856,2490,731702,8976,22395,4341,621363,7964,33912,4008,697790,8197,731702,8976,284135,5071,203410,4834,80725,4665,731702,8976
Indiana,18,06,42994,1407,276431,3330,310570,1404,34139,2959,50526,2174,53100,1241,50355,1466,82183,1687,91657,1396,105330,934,43884,2253,48046,2245,44565,2399,108134,865,720186,1646,42406,815,552127,1718,56725,3046,364462,1832,355724,1867,720186,1646,47727,3359,35898,2871,54970,3464,32982,2897,195154,5026,18814,2027,18.3,1,86.1,0.9,479915,2024,94370,4223,1029,630,7053,1262,15213,1732,0,190,704966,2414,5795,1800,720186,1646,15220,1738,675876,2659,16501,758,703685,1778,720186,1646,276431,3330,198782,3795,77649,3568,720186,1646
Indiana,18,07,36565,941,279428,4873,333679,3830,54251,4124,53023,3565,47553,2123,54429,2471,116769,3911,96607,2362,98920,3061,50332,3423,42291,2998,33338,2883,73023,2750,726771,7893,60486,1912,535369,6125,46424,3637,375336,5475,351435,4267,726771,7893,53668,3935,32613,3150,61984,4779,27283,2462,156459,6720,26576,3082,19.4,1.1,82.6,1.1,460948,5766,102365,5172,981,673,12321,2742,205751,6235,126,186,707965,8731,36137,6263,726771,7893,18806,3158,452649,7231,72469,4059,654302,6882,726771,7893,279428,4873,151709,3356,127719,5190,726771,7893
Indiana,18,08,45736,1041,273779,4250,316592,1343,42813,4247,45900,2296,49852,1721,49911,1796,88899,2011,87686,1869,105613,1588,44784,2512,50912,2445,44897,2320,106472,1159,720783,2889,45857,1127,555586,2076,54312,2886,364441,2495,356342,2351,720783,2889,41558,3067,44696,3200,56795,3150,31219,2592,190282,5217,18404,2336,18.2,0.9,87.6,0.8,484479,2524,101525,4191,1046,579,6796,1827,27841,1755,114,181,708834,3264,4843,1498,720783,2889,11949,1991,668194,3907,14528,1413,706255,3017,720783,2889,273779,4250,199735,3775,74044,3510,720783,2889
Indiana,18,09,48522,1611,274336,3974,309788,2060,35452,3973,48164,3136,55067,1935,64424,1807,90735,2433,90417,2479,104132,1810,46909,2859,47670,2621,42060,2680,94456,1538,726570,4374,42536,1687,558977,3240,55871,3400,369268,3001,357302,2895,726570,4374,38187,2779,40934,3450,63480,4080,42249,2991,169767,5054,18731,2269,22.5,1.1,87.9,0.8,469470,3387,96122,4960,855,526,12323,1846,20255,1973,0,190,712311,4874,9385,2831,726570,4374,14259,2369,669493,4937,21244,779,705326,4328,726570,4374,274336,3974,193588,4450,80748,3630,726570,4374
Iowa,19,01,50125,860,305775,2874,333159,1216,27384,2755,51574,2503,55459,1472,54071,1674,91514,2070,90674,1580,108691,1444,48379,2634,52920,2107,45023,2196,118709,1106,763903,2415,46889,799,587114,2011,60307,2600,385416,1604,378487,1880,763903,2415,27470,2423,54547,3153,87127,3859,39501,2997,175347,4593,17628,1775,24.9,1,91.1,0.6,507531,2295,105911,4958,4490,769,8422,976,24510,2153,488,272,748455,3342,7308,1569,763903,2415,15448,2335,703237,2860,24297,645,739606,2464,763903,2415,305775,2874,228802,3553,76973,3045,763903,2415
Iowa,19,02,47391,1248,304896,3017,336323,1435,31427,2930,49294,2371,54948,1697,59427,2014,97344,2055,88526,1611,107353,1529,48688,2550,48529,2563,50288,2557,112818,1156,766120,3051,48905,1154,588550,2393,54307,2649,389007,2497,377113,2838,766120,3051,29129,2476,48618,3389,84321,4801,47587,2681,166399,4554,18953,2024,26.1,1,90.5,0.7,504858,2867,109851,4429,2169,802,15476,1037,26257,1731,34,68,750660,3746,9566,2154,766120,3051,15460,2181,697158,4075,36455,556,729665,2958,766120,3051,304896,3017,214333,3831,90563,3740,766120,3051
Iowa,19,03,54641,1757,298737,2937,326855,1316,28118,2644,53212,3272,49807,1904,46287,1736,110586,1931,101002,2036,108393,1890,53922,3139,49010,2687,45017,2859,98544,1205,770819,3248,55039,1067,576937,2356,54944,2607,391885,2234,378934,2191,770819,3248,27995,2410,51992,3971,112972,5283,46249,3576,153175,5594,15721,2278,31.1,1.3,91.5,0.7,512552,2557,104448,4830,2312,846,20012,1557,28278,1448,173,149,754918,4053,10900,3044,770819,3248,15901,3164,693243,4231,48201,415,722618,3189,770819,3248,298737,2937,214553,4573,84184,4098,770819,3248
Iowa,19,04,45454,1120,307357,3293,344251,1308,36894,3059,47953,2370,57369,1979,57105,1544,87386,1577,81358,1394,106099,1247,49411,2353,53735,2195,45563,2270,128119,1180,761467,3100,47369,1073,584290,2195,57179,2549,383750,2456,377717,2904,761467,3100,30318,2003,56742,2863,73631,3121,31711,2475,175182,4832,22875,1571,21,0.8,89.4,0.5,502260,2208,111801,3795,3038,748,12130,997,9213,1246,315,307,747388,4112,15518,2351,761467,3100,14079,2744,707174,3969,44288,606,717179,3131,761467,3100,307357,3293,222680,3374,84677,3238,761467,3100
Kansas,20,01,43340,1150,275389,2903,315226,1469,39837,2845,49861,2412,55154,2727,61283,2265,88243,2533,80822,2704,94748,2550,47537,2442,45147,2475,39951,2325,104370,1497,718350,3510,51234,1596,529970,3011,51476,2427,357252,2725,361098,2846,718350,3510,31661,2642,35613,2453,69591,3702,35684,2199,136181,4706,26927,2229,23.2,0.9,87.1,0.8,453281,3141,117624,4293,4502,1433,10999,1279,23123,2032,727,577,698996,4395,24930,4081,718350,3510,19354,2700,634715,5285,101617,1561,616733,3932,718350,3510,275389,2903,184284,3856,91105,3246,718350,3510
Kansas,20,02,45008,1320,276162,3283,314170,1595,38008,3088,46866,2378,53217,2038,60288,2297,86957,1844,83936,2231,101019,2161,45718,1932,49580,2064,40556,2270,102235,1219,714459,3669,44087,1218,547586,2699,60859,2905,359127,2684,355332,2733,714459,3669,26533,2193,34975,2494,77385,3378,46170,3288,155639,4987,13579,1461,26.6,1,91.4,0.5,464283,2713,110002,3515,9087,1561,9771,1247,36178,2539,427,379,688717,5307,6747,2144,714459,3669,25742,3091,626507,5247,41797,826,672662,3772,714459,3669,276162,3283,185166,3274,90996,3535,714459,3669
Kansas,20,03,61380,1217,277209,2987,299850,800,22641,2820,56386,2888,47986,1435,39551,1476,104875,1220,99825,989,104067,952,51382,2881,45466,2160,39412,2170,80574,595,722973,1743,53449,426,530419,1268,45050,2839,368761,1510,354212,1336,722973,1743,20556,2596,34338,3204,135739,4776,69876,4317,93522,4389,15702,1767,43.4,1.3,92.4,0.7,474219,1620,104486,5070,3380,904,26634,1966,63113,1988,32,54,702793,3652,20582,3275,722973,1743,20180,2985,589052,3875,82983,217,639990,1775,722973,1743,277209,2987,191415,4119,85794,3716,722973,1743
Kansas,20,04,48100,1828,272941,3024,308492,1270,35551,2884,50729,2381,49716,1474,47777,1609,94470,1262,84464,1155,99666,1017,53653,2427,48847,2591,38084,2417,94780,1165,715456,2564,53270,911,524821,2079,52855,2823,362910,1597,352546,2119,715456,2564,29500,2338,32125,2519,82826,4127,40836,3301,131141,5111,20264,2337,26.9,1.2,89.2,0.7,460311,1894,123619,5178,6861,1476,19831,1550,45255,2819,456,345,684193,4937,19533,3416,715456,2564,31263,3913,592257,4842,80409,1013,635047,2418,715456,2564,272941,3024,186214,3367,86727,3422,715456,2564
Kentucky,21,01,37011,994,279674,3501,332451,2261,52777,3447,44009,2208,47795,1557,45357,2088,89964,2636,87186,2124,102356,2036,48571,2449,47427,2671,47153,2929,115452,1858,720774,4783,45504,1666,548305,3750,55070,2863,367831,3451,352943,3441,720774,4783,50132,3207,36287,2844,42810,3355,28202,2414,189387,4812,38563,2979,14.5,0.7,81.9,0.9,489538,3363,104157,4431,1143,564,4047,853,51993,2037,47,103,709099,5000,2915,1182,720774,4783,11675,1952,648954,4828,17974,1287,702800,4604,720774,4783,279674,3501,201809,3877,77865,3385,720774,4783
Kentucky,21,02,41857,1059,270511,4215,313390,2351,42879,3786,49567,2667,55362,2219,50662,2409,90002,2404,92618,2452,108233,2296,50154,2962,52289,2686,39496,2931,98132,2154,733610,4955,47095,2171,549080,4165,61596,2906,372040,3787,361570,3575,733610,4955,46641,4368,35284,2714,48902,4287,36299,3072,186056,6654,31830,3034,17.7,1,83.7,1.1,480770,3816,95758,4612,2407,1103,7317,1462,41393,2902,373,309,717791,6142,6477,1741,733610,4955,15819,2676,659824,5156,21870,1437,711740,4832,733610,4955,270511,4215,191529,3908,78982,3394,733610,4955
Kentucky,21,03,44407,1801,291797,3986,331520,1408,39723,3929,44888,2598,43730,1199,49439,943,104269,1149,91894,1600,106528,1658,45907,2536,48427,2060,44197,1969,98995,1139,726812,3553,48538,456,560542,2637,51469,2727,376604,2009,350208,1928,726812,3553,41626,3290,33774,3396,82837,4239,60392,3717,142390,5416,18051,2283,29,1.1,87.9,0.8,494310,2160,115240,5215,1658,510,16444,1192,151469,4200,88,204,707428,5351,8553,2466,726812,3553,19384,4035,529216,4506,33442,370,693370,3572,726812,3553,291797,3986,184278,3762,107519,4159,726812,3553
Kentucky,21,04,51881,1526,265151,3598,301857,2095,36706,3205,53379,2706,49422,2354,43488,2031,91799,2092,101084,2446,111771,2370,52337,2911,47357,2547,44322,2627,88952,1705,731100,5674,47189,1287,545997,4141,53437,2732,367433,3649,363667,3945,731100,5674,40970,3437,37816,2955,74965,4430,45962,3472,158360,6006,21922,2284,24.9,1.1,87,0.9,485285,3829,105290,4883,2669,888,7819,1208,26777,1894,0,189,721578,6330,11252,3180,731100,5674,9522,1905,673061,6399,21972,607,709128,5666,731100,5674,265151,3598,195231,3888,69920,3470,731100,5674
Kentucky,21,05,29627,1136,275595,3919,326888,2424,51293,3446,45059,2413,47833,1876,45709,2040,88525,1607,96624,1976,105792,1569,45622,2506,49137,3105,49951,3018,104152,1568,723855,4329,45451,1668,559564,3710,41242,2550,363931,2785,359924,3077,723855,4329,73359,4169,30185,2714,29786,2511,25762,2245,182093,5332,64083,4011,11.2,0.7,72.2,1,494181,3383,88913,4140,641,390,2177,891,9832,1563,177,168,715061,4617,2151,1048,723855,4329,8794,1600,700083,4353,6829,1456,717026,4325,723855,4329,275595,3919,196969,4380,78626,4064,723855,4329
Kentucky,21,06,43399,1799,289406,4071,326625,2828,37219,3671,45908,3105,54661,2204,62434,2436,100092,2592,98766,2773,102883,2573,46615,3072,45558,2542,42689,2725,88278,1793,733205,4926,45321,1645,566825,4150,48259,3469,377772,3501,355433,3624,733205,4926,38415,3059,30239,2444,80675,5498,59433,4408,138643,6016,29422,2720,29.3,1.4,85.8,0.8,478266,4220,101439,4578,1144,668,12620,1170,67314,2615,44,72,718152,5392,10563,3079,733205,4926,15053,2357,626467,5691,29421,1436,703784,5199,733205,4926,289406,4071,181663,4749,107743,4691,733205,4926
Louisiana,22,01,50979,1487,287377,4215,325460,3844,38083,3933,52039,3145,50912,3043,53167,2574,101125,3702,95176,3618,113583,3416,45666,3602,52406,2794,44925,2873,101098,2588,759507,8526,49410,2386,580904,6013,53360,3302,388232,5598,371275,6220,759507,8526,44863,3788,27588,2753,88918,4208,45482,3358,151914,5504,29887,3414,26.4,1.2,85.3,0.9,508313,5550,119661,5251,9444,1565,14675,2679,96669,7530,1027,1441,744890,8142,13151,3064,759507,8526,14617,3116,609924,8514,58394,4308,701113,9169,759507,8526,287377,4215,198203,4219,89174,4235,759507,8526
Louisiana,22,02,34603,1467,289152,4598,355256,4280,66104,3966,48821,3281,53403,3275,62078,3213,114811,4132,94827,4044,109382,3596,49713,3199,49153,2732,47334,2880,85616,2474,767984,11617,52846,2650,584731,7956,41566,3022,401582,6751,366402,7257,767984,11617,69640,4278,22344,2301,61261,4190,38845,3112,162987,6179,31722,2585,20,0.9,79.8,0.9,501123,7147,114324,4873,1996,592,21370,3053,483238,10376,374,395,755234,12019,13256,3593,767984,11617,12750,2909,235000,8540,45442,4162,722542,12049,767984,11617,289152,4598,158550,4249,130602,4296,767984,11617
Louisiana,22,03,41022,1322,284010,4083,321659,1013,37649,3880,51796,2757,53619,2123,56575,1823,103441,2456,94271,2011,109749,1801,54985,3221,47353,2232,41273,2319,92689,1012,760696,2079,54945,1445,566750,1805,51547,3792,388971,2555,371725,2599,760696,2079,53383,3399,25257,2547,64041,4467,25103,2344,185505,6315,37069,2814,18.2,1,81.5,0.8,488776,2726,98418,5428,5251,1474,11023,1574,189491,2621,647,1040,747909,3263,4712,1876,760696,2079,12787,2682,536785,3115,22712,530,737984,2172,760696,2079,284010,4083,197820,4099,86190,4458,760696,2079
Louisiana,22,04,40569,1379,282509,3645,335009,2201,52500,3436,53691,2950,54419,2238,55461,2337,100086,2008,93770,2319,100860,1941,51278,2921,49274,2459,44350,2536,102693,1518,758453,4114,52571,1225,559423,3621,63621,3528,387009,2766,371444,3001,758453,4114,54284,3580,28037,2934,62626,4239,34136,2963,185325,5850,26308,2346,19.7,1,83.6,0.9,491033,3040,100317,5063,6641,778,5924,1659,257067,3834,220,273,743038,4946,10257,1849,758453,4114,15415,2476,462929,3823,25279,1059,733174,4295,758453,4114,282509,3645,188294,3839,94215,4126,758453,4114
Louisiana,22,05,32854,1311,275760,3849,326418,2911,50658,3563,54138,3192,54127,2695,55400,2358,99999,2997,92131,2671,104339,2255,52540,3008,51591,2653,44161,2646,105093,2047,765180,6545,51661,1993,575878,5049,53649,2715,384395,4154,380785,4464,765180,6545,76443,4156,23637,2370,48544,3268,24747,2098,186362,6047,35947,2653,14.7,0.8,77.4,1,497314,4547,101634,4432,2255,916,3705,857,274946,5614,108,153,752978,7276,3018,1285,765180,6545,12202,2904,468946,5413,14155,1380,751025,6499,765180,6545,275760,3849,181600,4460,94160,3815,765180,6545
Louisiana,22,06,54406,2914,283222,4397,315172,3892,31950,4062,55665,3886,55749,2399,63775,2329,112599,4257,99944,3308,101853,3013,50107,3471,45376,3190,42299,3186,84107,2210,763016,11303,51542,2643,574572,6666,49210,3637,388530,6967,374486,6385,763016,11303,40612,3484,28497,3044,90025,4928,44212,3855,152732,6076,20543,3085,27.6,1.4,87.4,0.9,486178,6101,109557,6267,3243,1156,15787,1503,168465,9527,750,1236,753126,10967,3626,2175,763016,11303,9890,2294,561255,7656,31884,2701,731132,11312,763016,11303,283222,4397,206227,4322,76995,4048,763016,11303
Maine,23,01,52323,1489,275709,4015,348735,1193,73026,3905,38923,2576,42335,1201,36884,1039,74201,1603,87750,1667,108709,1451,40361,2810,50872,2035,47275,2093,107274,1262,668146,2546,33562,848,530040,2178,62486,2949,342874,1993,325272,2146,668146,2546,20500,2438,40109,3133,103867,4493,63020,3094,139546,5683,13672,1951,35.1,1.1,92.8,0.6,476081,2258,95367,4076,1811,735,9336,1365,9333,1325,134,116,656172,3136,1648,849,668146,2546,11974,2092,633910,2846,10671,351,657475,2499,668146,2546,275709,4015,193570,3826,82139,4293,668146,2546
Maine,23,02,40518,1167,276342,3646,376915,1222,100573,3461,39282,1925,43941,1476,41899,1376,70577,1156,79434,1245,106129,1398,35805,2152,50936,2003,49346,2039,110034,1093,660042,2546,32659,1060,526210,2032,66454,2545,334238,2057,325804,1710,660042,2546,33021,2453,43755,2580,64738,3035,35926,2226,174910,4782,18373,1551,21.6,0.8,89,0.6,466456,1977,95733,3525,6337,1442,4162,944,4265,798,0,157,646949,3125,1601,604,660042,2546,13093,1526,630584,2628,7142,485,652900,2603,660042,2546,276342,3646,198127,3240,78215,3556,660042,2546
Maryland,24,01,64151,3549,260766,5726,333157,2860,72391,5016,47705,3390,51841,2918,48190,2739,74417,4045,87926,3462,115368,2890,45316,3144,55893,3215,43468,2890,112799,2123,722628,8066,39705,1957,558924,5542,59232,3514,368723,4643,353905,5023,722628,8066,36974,3365,32638,3354,87910,4684,56295,3853,160286,4367,15321,1931,29.4,1.1,89.3,0.8,489871,5890,100447,4872,611,261,14056,2704,89844,4017,186,214,708337,8541,6505,2149,722628,8066,14291,2485,597135,7145,23817,1832,698811,8041,722628,8066,260766,5726,204725,4965,56041,3976,722628,8066
Maryland,24,02,58345,1828,275614,5370,301066,4825,25452,3495,46596,4103,45087,3406,52788,3489,107964,4994,99848,4932,108263,4302,44989,4587,47902,3614,42199,2997,84415,3606,727061,16650,47010,3599,559698,11084,58527,3987,386604,9538,340457,9860,727061,16650,44456,4125,33739,3509,83289,4642,52004,3488,147554,6851,20228,3177,27.6,1,86.8,1,490591,9367,109321,6231,1994,982,34585,3723,231286,11375,308,246,706709,16547,14822,4424,727061,16650,20352,3813,423714,12047,47422,6167,679639,15922,727061,16650,275614,5370,171118,4496,104496,5414,727061,16650
Maryland,24,03,73053,2249,282956,5983,305990,6047,23034,3205,40367,4231,42784,3734,50490,4355,113549,5415,95608,5542,105651,4195,39697,3548,45587,3363,43984,4047,95950,4244,721896,15503,48229,3958,561959,11311,51856,4249,374593,10157,347303,8411,721896,15503,29203,3066,27140,2793,118922,5709,104945,5449,111453,6827,18723,3037,44.7,1.3,90.4,0.9,500329,9237,89943,5479,1551,788,55700,6672,150845,11488,813,1115,703430,15945,19634,5115,721896,15503,18466,3106,474887,12161,48811,6736,673085,15836,721896,15503,282956,5983,182031,4574,100925,4317,721896,15503
Maryland,24,04,71135,1877,261098,5338,284187,4830,23089,2956,51042,3594,51106,3289,49973,3534,109803,3936,106699,4811,108796,4357,47850,2927,46233,2945,40003,2923,75161,3068,736929,13783,50263,2980,553129,9676,49539,3178,382366,7677,354563,8548,736929,13783,34403,3132,30664,2672,94807,5756,59645,4181,127511,6901,36304,3175,31.7,1.4,85.5,0.8,486695,8328,103361,5194,1672,668,24589,3358,399296,12802,73,94,720919,13662,58147,7549,736929,13783,16010,2851,237142,10022,115134,4968,621795,12266,736929,13783,261098,5338,165565,4839,95533,3820,736929,13783
Maryland,24,05,87457,2344,246007,4052,268437,3823,22430,3268,52944,3564,61156,3779,54296,4162,85966,3524,97142,4511,119263,4018,45720,2985,47890,3029,39609,2923,79042,2673,726753,11410,43725,2584,545564,8786,68966,3737,368954,6879,357799,7140,726753,11410,27373,3164,33069,3085,89093,4346,62076,3768,136656,5623,13212,2290,32.2,0.9,91.3,0.9,468912,7140,107433,4613,2795,541,27070,3005,271302,10624,90,151,707158,12503,11366,3889,726753,11410,19595,3591,394535,7607,41443,4874,685310,10619,726753,11410,246007,4052,189494,4563,56513,3348,726753,11410
Maryland,24,06,68361,2364,266717,4763,290927,3738,24210,3242,45266,3997,49128,3041,43278,2824,96992,3994,101182,4095,116295,4664,53524,3403,46602,3153,43973,3396,90763,2788,731965,12873,44962,2548,556270,9558,46303,2976,370887,7434,361078,7790,731965,12873,29762,3074,33994,3414,104908,5034,90762,5214,119953,5290,21013,3327,39.5,1.2,89.8,0.9,495807,7646,95415,6280,3150,815,76871,5932,104866,8512,162,185,707994,12532,19214,5001,731965,12873,23971,3617,503731,10569,82172,7395,649793,12903,731965,12873,266717,4763,186707,4652,80010,4079,731965,12873
Maryland,24,07,51018,1619,265354,5305,318545,4680,53191,3272,48692,3122,55592,3455,56599,3515,94968,4600,86657,4684,107725,3633,43092,3806,47216,2850,38892,2899,91812,3210,713872,14346,42627,3007,548793,10446,46210,3430,373406,9011,340466,8798,713872,14346,44617,3518,25114,2482,94849,6068,72171,4658,117636,5240,19686,2506,35.7,1.4,86.2,0.9,467270,8685,93197,5870,1802,573,34739,3712,390025,10226,137,179,693780,14435,9182,3218,713872,14346,20092,3775,257895,9650,24778,4011,689094,13962,713872,14346,265354,5305,149485,4308,115869,4444,713872,14346
Maryland,24,08,90959,2548,276005,3641,289199,3621,13194,2205,48316,3405,46353,2971,43538,2777,95902,4321,104799,4102,117929,4474,46196,3055,49095,3186,46640,2786,101817,3148,747185,11757,46600,2533,573509,8012,45330,3490,382544,7346,364641,6966,747185,11757,21685,3192,29534,3029,126399,5458,146297,5588,89794,5096,22931,3430,52.8,1.1,91.4,0.9,516182,7304,79542,5267,955,511,62160,6142,88459,7008,155,171,728017,11740,51027,7223,747185,11757,19168,2552,525261,9297,105928,7009,641257,12178,747185,11757,276005,3641,188322,3789,87683,3771,747185,11757
Massachusetts,25,01,49270,1973,285484,3773,320399,2259,34915,3250,47873,2689,53250,1651,49792,1692,86627,2589,87890,2284,111264,2286,40794,2628,53379,2390,47209,2453,110892,1724,728921,6630,39951,1655,568846,4713,54995,2638,377618,3700,351303,4284,728921,6630,41638,2386,47912,3481,81169,4286,52346,3583,155227,6030,26426,2357,26.9,1.1,86.3,0.6,497261,4508,92543,4982,1603,970,14020,1267,46205,3051,9,19,712685,7048,44318,5950,728921,6630,16236,3011,606530,7746,111873,2372,617048,6519,728921,6630,285484,3773,186814,4005,98670,4298,728921,6630
Massachusetts,25,02,58439,1493,270632,4151,295975,3833,25343,3085,48970,2913,57913,2185,62033,2074,79930,3608,95655,3936,114616,3714,43305,2903,49118,2792,41126,2745,95638,2494,726061,8221,37757,1891,565231,6840,46862,2828,376469,4716,349592,5353,726061,8221,29403,3133,42689,3581,101890,5071,68790,4210,131118,5339,20182,2657,35.9,1.3,89.6,0.8,476083,6272,82011,3909,1962,951,33298,2981,30821,2424,139,183,709783,8803,18495,4103,726061,8221,16278,2352,625068,9014,60265,3857,665796,9455,726061,8221,270632,4151,173123,4101,97509,4015,726061,8221
Massachusetts,25,03,63270,2599,273736,4841,295316,4767,21580,2608,48040,2664,53957,3363,45024,3054,87777,4716,101205,4407,121917,5664,45681,3621,55081,3860,40175,3124,89462,4137,732090,9206,43771,2510,560554,8166,42268,3261,365051,6264,367039,6653,732090,9206,31301,2786,38712,3794,98458,4374,73484,4330,135963,6808,31556,2995,34.7,1.1,87.3,0.9,495617,7782,86143,4319,1621,738,46438,5051,21015,3686,88,92,712518,10043,72075,6449,732090,9206,19572,4690,571281,11941,116796,6704,615294,10738,732090,9206,273736,4841,176184,4493,97552,4082,732090,9206
Massachusetts,25,04,81131,2366,271911,4717,290704,4620,18793,2643,51744,3708,54279,3121,46458,3242,75512,4660,99316,4467,124777,4682,46162,3211,55184,3249,44144,3104,98311,3855,736769,9470,40882,2770,565607,8120,39449,2740,382182,5324,354587,6502,736769,9470,21717,2191,37100,3610,127829,5113,114965,4605,109796,5923,17244,2278,48.8,1.1,92.2,0.6,497244,7926,68593,4522,975,700,40852,4920,15545,3027,48,83,724973,9614,8504,2950,736769,9470,11796,2595,659049,11347,30813,4105,705956,10041,736769,9470,271911,4717,193604,4606,78307,4663,736769,9470
